Date,Attributes,Symbols,value
2021-04-20,Adj Close,6861.T,50523.0
2021-04-21,Adj Close,6861.T,49853.88671875
2021-04-22,Adj Close,6861.T,51791.3203125
2021-04-23,Adj Close,6861.T,51471.7421875
2021-04-26,Adj Close,6861.T,52070.94921875
2021-04-27,Adj Close,6861.T,50323.265625
2021-04-28,Adj Close,6861.T,50433.12109375
2021-04-30,Adj Close,6861.T,52450.4453125
2021-05-06,Adj Close,6861.T,53239.3984375
2021-05-07,Adj Close,6861.T,53219.42578125
2021-05-10,Adj Close,6861.T,53419.16015625
2021-05-11,Adj Close,6861.T,52150.84375
2021-05-12,Adj Close,6861.T,51991.0546875
2021-05-13,Adj Close,6861.T,51751.37109375
2021-05-14,Adj Close,6861.T,51561.625
2021-05-17,Adj Close,6861.T,52001.0390625
2021-05-18,Adj Close,6861.T,52480.40625
2021-05-19,Adj Close,6861.T,52390.5234375
2021-05-20,Adj Close,6861.T,52610.234375
2021-05-21,Adj Close,6861.T,53539.0
2021-05-24,Adj Close,6861.T,52650.1796875
2021-05-25,Adj Close,6861.T,52640.19140625
2021-05-26,Adj Close,6861.T,52819.953125
2021-05-27,Adj Close,6861.T,53439.1328125
2021-05-28,Adj Close,6861.T,54507.71484375
2021-05-31,Adj Close,6861.T,53798.65625
2021-06-01,Adj Close,6861.T,53838.60546875
2021-06-02,Adj Close,6861.T,53628.8828125
2021-06-03,Adj Close,6861.T,54407.84765625
2021-06-04,Adj Close,6861.T,54228.0859375
2021-06-07,Adj Close,6861.T,54427.82421875
2021-06-08,Adj Close,6861.T,54317.96875
2021-06-09,Adj Close,6861.T,54068.30078125
2021-06-10,Adj Close,6861.T,53778.68359375
2021-06-11,Adj Close,6861.T,54168.16796875
2021-06-14,Adj Close,6861.T,55646.20703125
2021-06-15,Adj Close,6861.T,56744.75
2021-06-16,Adj Close,6861.T,56545.015625
2021-06-17,Adj Close,6861.T,56594.94921875
2021-06-18,Adj Close,6861.T,56854.60546875
2021-06-21,Adj Close,6861.T,55037.015625
2021-06-22,Adj Close,6861.T,56824.64453125
2021-06-23,Adj Close,6861.T,56704.8046875
2021-06-24,Adj Close,6861.T,55466.4453125
2021-06-25,Adj Close,6861.T,55516.37890625
2021-06-28,Adj Close,6861.T,55646.20703125
2021-06-29,Adj Close,6861.T,56135.55859375
2021-06-30,Adj Close,6861.T,55995.7421875
2021-07-01,Adj Close,6861.T,56155.53125
2021-07-02,Adj Close,6861.T,56944.484375
2021-07-05,Adj Close,6861.T,56644.8828125
2021-07-06,Adj Close,6861.T,56724.77734375
2021-07-07,Adj Close,6861.T,57683.50390625
2021-07-08,Adj Close,6861.T,57074.3125
2021-07-09,Adj Close,6861.T,56235.42578125
2021-07-12,Adj Close,6861.T,58392.56640625
2021-07-13,Adj Close,6861.T,58662.20703125
2021-07-14,Adj Close,6861.T,58512.40625
2021-07-15,Adj Close,6861.T,57503.7421875
2021-07-16,Adj Close,6861.T,57453.80859375
2021-07-19,Adj Close,6861.T,55606.26171875
2021-07-20,Adj Close,6861.T,55316.64453125
2021-07-21,Adj Close,6861.T,55855.9296875
2021-07-26,Adj Close,6861.T,57453.80859375
2021-07-27,Adj Close,6861.T,57943.16015625
2021-07-28,Adj Close,6861.T,56924.51171875
2021-07-29,Adj Close,6861.T,57913.19921875
2021-07-30,Adj Close,6861.T,60659.55859375
2021-08-02,Adj Close,6861.T,62437.203125
2021-08-03,Adj Close,6861.T,62557.04296875
2021-08-04,Adj Close,6861.T,61818.0234375
2021-08-05,Adj Close,6861.T,61897.91796875
2021-08-06,Adj Close,6861.T,62067.69140625
2021-08-10,Adj Close,6861.T,63286.07421875
2021-08-11,Adj Close,6861.T,64114.9765625
2021-08-12,Adj Close,6861.T,63795.3984375
2021-08-13,Adj Close,6861.T,64284.75
2021-08-16,Adj Close,6861.T,62646.921875
2021-08-17,Adj Close,6861.T,62567.02734375
2021-08-18,Adj Close,6861.T,62387.265625
2021-08-19,Adj Close,6861.T,62297.38671875
2021-08-20,Adj Close,6861.T,61798.05078125
2021-08-23,Adj Close,6861.T,64714.18359375
2021-08-24,Adj Close,6861.T,65672.9140625
2021-08-25,Adj Close,6861.T,65533.09765625
2021-08-26,Adj Close,6861.T,64993.8125
2021-08-27,Adj Close,6861.T,64564.37890625
2021-08-30,Adj Close,6861.T,65303.3984375
2021-08-31,Adj Close,6861.T,66042.421875
2021-09-01,Adj Close,6861.T,67001.1484375
2021-09-02,Adj Close,6861.T,66941.2265625
2021-09-03,Adj Close,6861.T,68339.375
2021-09-06,Adj Close,6861.T,69168.2734375
2021-09-07,Adj Close,6861.T,72563.7734375
2021-09-08,Adj Close,6861.T,72963.2421875
2021-09-09,Adj Close,6861.T,72733.546875
2021-09-10,Adj Close,6861.T,73902.0
2021-09-13,Adj Close,6861.T,75400.0078125
2021-09-14,Adj Close,6861.T,75879.375
2021-09-15,Adj Close,6861.T,75410.0
2021-09-16,Adj Close,6861.T,73080.0
2021-09-17,Adj Close,6861.T,73600.0
2021-09-21,Adj Close,6861.T,71630.0
2021-09-22,Adj Close,6861.T,70220.0
2021-09-24,Adj Close,6861.T,71000.0
2021-09-27,Adj Close,6861.T,69190.0
2021-09-28,Adj Close,6861.T,67480.0
2021-09-29,Adj Close,6861.T,64390.0
2021-09-30,Adj Close,6861.T,67000.0
2021-10-01,Adj Close,6861.T,64980.0
2021-10-04,Adj Close,6861.T,63630.0
2021-10-05,Adj Close,6861.T,62730.0
2021-10-06,Adj Close,6861.T,62710.0
2021-10-07,Adj Close,6861.T,62230.0
2021-10-08,Adj Close,6861.T,64270.0
2021-10-11,Adj Close,6861.T,65950.0
2021-10-12,Adj Close,6861.T,64820.0
2021-10-13,Adj Close,6861.T,64770.0
2021-10-14,Adj Close,6861.T,65310.0
2021-10-15,Adj Close,6861.T,67700.0
2021-10-18,Adj Close,6861.T,67220.0
2021-10-19,Adj Close,6861.T,68660.0
2021-10-20,Adj Close,6861.T,68410.0
2021-10-21,Adj Close,6861.T,67250.0
2021-10-22,Adj Close,6861.T,67210.0
2021-10-25,Adj Close,6861.T,66860.0
2021-10-26,Adj Close,6861.T,66760.0
2021-10-27,Adj Close,6861.T,65770.0
2021-10-28,Adj Close,6861.T,65230.0
2021-10-29,Adj Close,6861.T,68510.0
2021-11-01,Adj Close,6861.T,69850.0
2021-11-02,Adj Close,6861.T,69250.0
2021-11-04,Adj Close,6861.T,73980.0
2021-11-05,Adj Close,6861.T,74400.0
2021-11-08,Adj Close,6861.T,72460.0
2021-11-09,Adj Close,6861.T,71880.0
2021-11-10,Adj Close,6861.T,70660.0
2021-11-11,Adj Close,6861.T,70480.0
2021-11-12,Adj Close,6861.T,70970.0
2021-11-15,Adj Close,6861.T,71490.0
2021-11-16,Adj Close,6861.T,72380.0
2021-11-17,Adj Close,6861.T,72780.0
2021-11-18,Adj Close,6861.T,73520.0
2021-11-19,Adj Close,6861.T,74640.0
2021-11-22,Adj Close,6861.T,74280.0
2021-11-24,Adj Close,6861.T,72230.0
2021-11-25,Adj Close,6861.T,72130.0
2021-11-26,Adj Close,6861.T,70940.0
2021-11-29,Adj Close,6861.T,70720.0
2021-11-30,Adj Close,6861.T,70330.0
2021-12-01,Adj Close,6861.T,70460.0
2021-12-02,Adj Close,6861.T,70960.0
2021-12-03,Adj Close,6861.T,71010.0
2021-12-06,Adj Close,6861.T,70690.0
2021-12-07,Adj Close,6861.T,71950.0
2021-12-08,Adj Close,6861.T,73050.0
2021-12-09,Adj Close,6861.T,72300.0
2021-12-10,Adj Close,6861.T,72370.0
2021-12-13,Adj Close,6861.T,72950.0
2021-12-14,Adj Close,6861.T,72750.0
2021-12-15,Adj Close,6861.T,72240.0
2021-12-16,Adj Close,6861.T,74040.0
2021-12-17,Adj Close,6861.T,72390.0
2021-12-20,Adj Close,6861.T,71580.0
2021-12-21,Adj Close,6861.T,73040.0
2021-12-22,Adj Close,6861.T,73420.0
2021-12-23,Adj Close,6861.T,74500.0
2021-12-24,Adj Close,6861.T,74090.0
2021-12-27,Adj Close,6861.T,73180.0
2021-12-28,Adj Close,6861.T,73620.0
2021-12-29,Adj Close,6861.T,71880.0
2021-12-30,Adj Close,6861.T,72280.0
2022-01-04,Adj Close,6861.T,73820.0
2022-01-05,Adj Close,6861.T,73860.0
2022-01-06,Adj Close,6861.T,69900.0
2022-01-07,Adj Close,6861.T,67850.0
2021-01-12,Adj Close,9432.T,2652.897216796875
2021-01-13,Adj Close,9432.T,2658.212890625
2021-01-14,Adj Close,9432.T,2672.226318359375
2021-01-15,Adj Close,9432.T,2657.7294921875
2021-01-18,Adj Close,9432.T,2645.64892578125
2021-01-19,Adj Close,9432.T,2628.736328125
2021-01-20,Adj Close,9432.T,2621.004638671875
2021-01-21,Adj Close,9432.T,2638.400390625
2021-01-22,Adj Close,9432.T,2608.923828125
2021-01-25,Adj Close,9432.T,2648.06494140625
2021-01-26,Adj Close,9432.T,2609.890380859375
2021-01-27,Adj Close,9432.T,2604.091552734375
2021-01-28,Adj Close,9432.T,2566.400146484375
2021-01-29,Adj Close,9432.T,2530.15869140625
2021-02-01,Adj Close,9432.T,2547.5546875
2021-02-02,Adj Close,9432.T,2551.90380859375
2021-02-03,Adj Close,9432.T,2574.1318359375
2021-02-04,Adj Close,9432.T,2597.809814453125
2021-02-05,Adj Close,9432.T,2647.0986328125
2021-02-08,Adj Close,9432.T,2693.0048828125
2021-02-09,Adj Close,9432.T,2733.595458984375
2021-02-10,Adj Close,9432.T,2722.96484375
2021-02-12,Adj Close,9432.T,2711.367431640625
2021-02-15,Adj Close,9432.T,2754.374267578125
2021-02-16,Adj Close,9432.T,2797.38134765625
2021-02-17,Adj Close,9432.T,2785.78369140625
2021-02-18,Adj Close,9432.T,2752.924560546875
2021-02-19,Adj Close,9432.T,2758.240234375
2021-02-22,Adj Close,9432.T,2723.931396484375
2021-02-24,Adj Close,9432.T,2700.253173828125
2021-02-25,Adj Close,9432.T,2692.521728515625
2021-02-26,Adj Close,9432.T,2665.461181640625
2021-03-01,Adj Close,9432.T,2717.649169921875
2021-03-02,Adj Close,9432.T,2686.23974609375
2021-03-03,Adj Close,9432.T,2670.29345703125
2021-03-04,Adj Close,9432.T,2630.6689453125
2021-03-05,Adj Close,9432.T,2668.843505859375
2021-03-08,Adj Close,9432.T,2668.360595703125
2021-03-09,Adj Close,9432.T,2694.454345703125
2021-03-10,Adj Close,9432.T,2732.62939453125
2021-03-11,Adj Close,9432.T,2718.61572265625
2021-03-12,Adj Close,9432.T,2737.944580078125
2021-03-15,Adj Close,9432.T,2750.50830078125
2021-03-16,Adj Close,9432.T,2782.884521484375
2021-03-17,Adj Close,9432.T,2811.39453125
2021-03-18,Adj Close,9432.T,2829.27392578125
2021-03-19,Adj Close,9432.T,2837.48876953125
2021-03-22,Adj Close,9432.T,2848.11962890625
2021-03-23,Adj Close,9432.T,2865.9990234375
2021-03-24,Adj Close,9432.T,2816.710205078125
2021-03-25,Adj Close,9432.T,2871.314208984375
2021-03-26,Adj Close,9432.T,2892.093017578125
2021-03-29,Adj Close,9432.T,2894.509033203125
2021-03-30,Adj Close,9432.T,2904.337646484375
2021-03-31,Adj Close,9432.T,2793.27490234375
2021-04-01,Adj Close,9432.T,2813.423583984375
2021-04-02,Adj Close,9432.T,2803.103515625
2021-04-05,Adj Close,9432.T,2824.23486328125
2021-04-06,Adj Close,9432.T,2785.412109375
2021-04-07,Adj Close,9432.T,2802.12060546875
2021-04-08,Adj Close,9432.T,2734.3037109375
2021-04-09,Adj Close,9432.T,2799.172119140625
2021-04-12,Adj Close,9432.T,2812.440673828125
2021-04-13,Adj Close,9432.T,2773.617919921875
2021-04-14,Adj Close,9432.T,2779.023681640625
2021-04-15,Adj Close,9432.T,2807.034912109375
2021-04-16,Adj Close,9432.T,2816.863525390625
2021-04-19,Adj Close,9432.T,2772.1435546875
2021-04-20,Adj Close,9432.T,2754.943603515625
2021-04-21,Adj Close,9432.T,2729.880859375
2021-04-22,Adj Close,9432.T,2747.572265625
2021-04-23,Adj Close,9432.T,2755.926513671875
2021-04-26,Adj Close,9432.T,2730.86376953125
2021-04-27,Adj Close,9432.T,2712.680908203125
2021-04-28,Adj Close,9432.T,2780.9892578125
2021-04-30,Adj Close,9432.T,2707.7666015625
2021-05-06,Adj Close,9432.T,2743.1494140625
2021-05-07,Adj Close,9432.T,2797.69775390625
2021-05-10,Adj Close,9432.T,2805.0693359375
2021-05-11,Adj Close,9432.T,2816.863525390625
2021-05-12,Adj Close,9432.T,2750.029296875
2021-05-13,Adj Close,9432.T,2800.155029296875
2021-05-14,Adj Close,9432.T,2855.19482421875
2021-05-17,Adj Close,9432.T,2802.12060546875
2021-05-18,Adj Close,9432.T,2847.33203125
2021-05-19,Adj Close,9432.T,2845.857666015625
2021-05-20,Adj Close,9432.T,2809.000732421875
2021-05-21,Adj Close,9432.T,2844.875
2021-05-24,Adj Close,9432.T,2869.937744140625
2021-05-25,Adj Close,9432.T,2875.8349609375
2021-05-26,Adj Close,9432.T,2875.8349609375
2021-05-27,Adj Close,9432.T,2874.85205078125
2021-05-28,Adj Close,9432.T,2919.08056640625
2021-05-31,Adj Close,9432.T,2881.240478515625
2021-06-01,Adj Close,9432.T,2825.709228515625
2021-06-02,Adj Close,9432.T,2809.000732421875
2021-06-03,Adj Close,9432.T,2871.412109375
2021-06-04,Adj Close,9432.T,2862.074951171875
2021-06-07,Adj Close,9432.T,2899.42333984375
2021-06-08,Adj Close,9432.T,2862.56640625
2021-06-09,Adj Close,9432.T,2849.2978515625
2021-06-10,Adj Close,9432.T,2825.2177734375
2021-06-11,Adj Close,9432.T,2863.549072265625
2021-06-14,Adj Close,9432.T,2848.31494140625
2021-06-15,Adj Close,9432.T,2844.383544921875
2021-06-16,Adj Close,9432.T,2841.92626953125
2021-06-17,Adj Close,9432.T,2829.640625
2021-06-18,Adj Close,9432.T,2803.103515625
2021-06-21,Adj Close,9432.T,2775.58349609375
2021-06-22,Adj Close,9432.T,2866.9892578125
2021-06-23,Adj Close,9432.T,2819.320556640625
2021-06-24,Adj Close,9432.T,2839.46923828125
2021-06-25,Adj Close,9432.T,2847.33203125
2021-06-28,Adj Close,9432.T,2861.092041015625
2021-06-29,Adj Close,9432.T,2843.89208984375
2021-06-30,Adj Close,9432.T,2844.875
2021-07-01,Adj Close,9432.T,2830.62353515625
2021-07-02,Adj Close,9432.T,2831.114990234375
2021-07-05,Adj Close,9432.T,2812.93212890625
2021-07-06,Adj Close,9432.T,2810.96630859375
2021-07-07,Adj Close,9432.T,2787.3779296875
2021-07-08,Adj Close,9432.T,2795.24072265625
2021-07-09,Adj Close,9432.T,2800.646484375
2021-07-12,Adj Close,9432.T,2832.589111328125
2021-07-13,Adj Close,9432.T,2862.074951171875
2021-07-14,Adj Close,9432.T,2853.229248046875
2021-07-15,Adj Close,9432.T,2834.554931640625
2021-07-16,Adj Close,9432.T,2825.709228515625
2021-07-19,Adj Close,9432.T,2809.4921875
2021-07-20,Adj Close,9432.T,2816.3720703125
2021-07-21,Adj Close,9432.T,2792.783447265625
2021-07-26,Adj Close,9432.T,2777.057861328125
2021-07-27,Adj Close,9432.T,2789.8349609375
2021-07-28,Adj Close,9432.T,2780.497802734375
2021-07-29,Adj Close,9432.T,2769.6865234375
2021-07-30,Adj Close,9432.T,2754.4521484375
2021-08-02,Adj Close,9432.T,2813.423583984375
2021-08-03,Adj Close,9432.T,2771.652099609375
2021-08-04,Adj Close,9432.T,2777.057861328125
2021-08-05,Adj Close,9432.T,2759.366455078125
2021-08-06,Adj Close,9432.T,2760.8408203125
2021-08-10,Adj Close,9432.T,2803.103515625
2021-08-11,Adj Close,9432.T,2815.38916015625
2021-08-12,Adj Close,9432.T,2804.08642578125
2021-08-13,Adj Close,9432.T,2863.549072265625
2021-08-16,Adj Close,9432.T,2838.486328125
2021-08-17,Adj Close,9432.T,2809.4921875
2021-08-18,Adj Close,9432.T,2792.783447265625
2021-08-19,Adj Close,9432.T,2779.514892578125
2021-08-20,Adj Close,9432.T,2795.24072265625
2021-08-23,Adj Close,9432.T,2858.1435546875
2021-08-24,Adj Close,9432.T,2851.7548828125
2021-08-25,Adj Close,9432.T,2851.7548828125
2021-08-26,Adj Close,9432.T,2848.806396484375
2021-08-27,Adj Close,9432.T,2882.223388671875
2021-08-30,Adj Close,9432.T,2907.2861328125
2021-08-31,Adj Close,9432.T,2885.663330078125
2021-09-01,Adj Close,9432.T,2927.434814453125
2021-09-02,Adj Close,9432.T,2986.8974609375
2021-09-03,Adj Close,9432.T,3053.731689453125
2021-09-06,Adj Close,9432.T,3165.777099609375
2021-09-07,Adj Close,9432.T,3188.3828125
2021-09-08,Adj Close,9432.T,3187.39990234375
2021-09-09,Adj Close,9432.T,3179.537109375
2021-09-10,Adj Close,9432.T,3222.78271484375
2021-09-13,Adj Close,9432.T,3189.36572265625
2021-09-14,Adj Close,9432.T,3206.07421875
2021-09-15,Adj Close,9432.T,3181.5029296875
2021-09-16,Adj Close,9432.T,3183.468505859375
2021-09-17,Adj Close,9432.T,3228.679931640625
2021-09-21,Adj Close,9432.T,3170.69140625
2021-09-22,Adj Close,9432.T,3126.462890625
2021-09-24,Adj Close,9432.T,3187.39990234375
2021-09-27,Adj Close,9432.T,3145.13720703125
2021-09-28,Adj Close,9432.T,3153.0
2021-09-29,Adj Close,9432.T,3120.0
2021-09-30,Adj Close,9432.T,3085.0
2021-10-01,Adj Close,9432.T,3098.0
2021-10-04,Adj Close,9432.T,3104.0
2021-10-05,Adj Close,9432.T,3099.0
2021-10-06,Adj Close,9432.T,3130.0
2021-10-07,Adj Close,9432.T,3109.0
2021-10-08,Adj Close,9432.T,3121.0
2021-10-11,Adj Close,9432.T,3120.0
2021-10-12,Adj Close,9432.T,3098.0
2021-10-13,Adj Close,9432.T,3112.0
2021-10-14,Adj Close,9432.T,3103.0
2021-10-15,Adj Close,9432.T,3143.0
2021-10-18,Adj Close,9432.T,3121.0
2021-10-19,Adj Close,9432.T,3111.0
2021-10-20,Adj Close,9432.T,3138.0
2021-10-21,Adj Close,9432.T,3141.0
2021-10-22,Adj Close,9432.T,3120.0
2021-10-25,Adj Close,9432.T,3100.0
2021-10-26,Adj Close,9432.T,3267.0
2021-10-27,Adj Close,9432.T,3241.0
2021-10-28,Adj Close,9432.T,3206.0
2021-10-29,Adj Close,9432.T,3188.0
2021-11-01,Adj Close,9432.T,3228.0
2021-11-02,Adj Close,9432.T,3221.0
2021-11-04,Adj Close,9432.T,3259.0
2021-11-05,Adj Close,9432.T,3236.0
2021-11-08,Adj Close,9432.T,3224.0
2021-11-09,Adj Close,9432.T,3214.0
2021-11-10,Adj Close,9432.T,3225.0
2021-11-11,Adj Close,9432.T,3212.0
2021-11-12,Adj Close,9432.T,3292.0
2021-11-15,Adj Close,9432.T,3293.0
2021-11-16,Adj Close,9432.T,3286.0
2021-11-17,Adj Close,9432.T,3242.0
2021-11-18,Adj Close,9432.T,3215.0
2021-11-19,Adj Close,9432.T,3184.0
2021-11-22,Adj Close,9432.T,3209.0
2021-11-24,Adj Close,9432.T,3188.0
2021-11-25,Adj Close,9432.T,3230.0
2021-11-26,Adj Close,9432.T,3161.0
2021-11-29,Adj Close,9432.T,3168.0
2021-11-30,Adj Close,9432.T,3125.0
2021-12-01,Adj Close,9432.T,3105.0
2021-12-02,Adj Close,9432.T,3078.0
2021-12-03,Adj Close,9432.T,3088.0
2021-12-06,Adj Close,9432.T,3080.0
2021-12-07,Adj Close,9432.T,3150.0
2021-12-08,Adj Close,9432.T,3118.0
2021-12-09,Adj Close,9432.T,3112.0
2021-12-10,Adj Close,9432.T,3086.0
2021-12-13,Adj Close,9432.T,3109.0
2021-12-14,Adj Close,9432.T,3165.0
2021-12-15,Adj Close,9432.T,3187.0
2021-12-16,Adj Close,9432.T,3205.0
2021-12-17,Adj Close,9432.T,3227.0
2021-12-20,Adj Close,9432.T,3183.0
2021-12-21,Adj Close,9432.T,3204.0
2021-12-22,Adj Close,9432.T,3187.0
2021-12-23,Adj Close,9432.T,3199.0
2021-12-24,Adj Close,9432.T,3130.0
2021-12-27,Adj Close,9432.T,3075.0
2021-12-28,Adj Close,9432.T,3123.0
2021-12-29,Adj Close,9432.T,3125.0
2021-12-30,Adj Close,9432.T,3150.0
2022-01-04,Adj Close,9432.T,3193.0
2022-01-05,Adj Close,9432.T,3266.0
2022-01-06,Adj Close,9432.T,3303.0
2022-01-07,Adj Close,9432.T,3295.0
2021-01-12,Adj Close,6098.T,4360.89990234375
2021-01-13,Adj Close,6098.T,4457.56494140625
2021-01-14,Adj Close,6098.T,4552.23779296875
2021-01-15,Adj Close,6098.T,4517.3583984375
2021-01-18,Adj Close,6098.T,4449.59326171875
2021-01-19,Adj Close,6098.T,4521.3447265625
2021-01-20,Adj Close,6098.T,4550.24462890625
2021-01-21,Adj Close,6098.T,4633.95458984375
2021-01-22,Adj Close,6098.T,4653.8857421875
2021-01-25,Adj Close,6098.T,4656.875
2021-01-26,Adj Close,6098.T,4597.08251953125
2021-01-27,Adj Close,6098.T,4600.07177734375
2021-01-28,Adj Close,6098.T,4577.1513671875
2021-01-29,Adj Close,6098.T,4526.3271484375
2021-02-01,Adj Close,6098.T,4638.93701171875
2021-02-02,Adj Close,6098.T,4679.7958984375
2021-02-03,Adj Close,6098.T,4879.10595703125
2021-02-04,Adj Close,6098.T,4688.7646484375
2021-02-05,Adj Close,6098.T,4904.01953125
2021-02-08,Adj Close,6098.T,4962.81591796875
2021-02-09,Adj Close,6098.T,5101.33642578125
2021-02-10,Adj Close,6098.T,5082.4013671875
2021-02-12,Adj Close,6098.T,5110.30517578125
2021-02-15,Adj Close,6098.T,5124.2568359375
2021-02-16,Adj Close,6098.T,5265.7666015625
2021-02-17,Adj Close,6098.T,5286.6943359375
2021-02-18,Adj Close,6098.T,5293.67041015625
2021-02-19,Adj Close,6098.T,5286.6943359375
2021-02-22,Adj Close,6098.T,5456.107421875
2021-02-24,Adj Close,6098.T,5478.0322265625
2021-02-25,Adj Close,6098.T,5495.9697265625
2021-02-26,Adj Close,6098.T,5262.77734375
2021-03-01,Adj Close,6098.T,5460.09375
2021-03-02,Adj Close,6098.T,5366.41845703125
2021-03-03,Adj Close,6098.T,5344.494140625
2021-03-04,Adj Close,6098.T,5246.83251953125
2021-03-05,Adj Close,6098.T,4913.98486328125
2021-03-08,Adj Close,6098.T,4900.033203125
2021-03-09,Adj Close,6098.T,4885.0849609375
2021-03-10,Adj Close,6098.T,4902.0263671875
2021-03-11,Adj Close,6098.T,5036.560546875
2021-03-12,Adj Close,6098.T,5057.48779296875
2021-03-15,Adj Close,6098.T,5121.26708984375
2021-03-16,Adj Close,6098.T,5183.05322265625
2021-03-17,Adj Close,6098.T,5215.939453125
2021-03-18,Adj Close,6098.T,5314.59765625
2021-03-19,Adj Close,6098.T,5178.07080078125
2021-03-22,Adj Close,6098.T,5112.29833984375
2021-03-23,Adj Close,6098.T,5092.3671875
2021-03-24,Adj Close,6098.T,4926.9404296875
2021-03-25,Adj Close,6098.T,5108.31201171875
2021-03-26,Adj Close,6098.T,5275.732421875
2021-03-29,Adj Close,6098.T,5313.60107421875
2021-03-30,Adj Close,6098.T,5347.05126953125
2021-03-31,Adj Close,6098.T,5392.98291015625
2021-04-01,Adj Close,6098.T,5271.1640625
2021-04-02,Adj Close,6098.T,5411.955078125
2021-04-05,Adj Close,6098.T,5326.08251953125
2021-04-06,Adj Close,6098.T,5242.20703125
2021-04-07,Adj Close,6098.T,5232.22216796875
2021-04-08,Adj Close,6098.T,5248.1982421875
2021-04-09,Adj Close,6098.T,5215.24755859375
2021-04-12,Adj Close,6098.T,5214.2490234375
2021-04-13,Adj Close,6098.T,5263.17626953125
2021-04-14,Adj Close,6098.T,5175.306640625
2021-04-15,Adj Close,6098.T,5195.27685546875
2021-04-16,Adj Close,6098.T,5106.4091796875
2021-04-19,Adj Close,6098.T,5027.5263671875
2021-04-20,Adj Close,6098.T,5000.56640625
2021-04-21,Adj Close,6098.T,4887.734375
2021-04-22,Adj Close,6098.T,5063.47314453125
2021-04-23,Adj Close,6098.T,4977.6005859375
2021-04-26,Adj Close,6098.T,5030.52197265625
2021-04-27,Adj Close,6098.T,4972.60791015625
2021-04-28,Adj Close,6098.T,5005.55908203125
2021-04-30,Adj Close,6098.T,4931.6689453125
2021-05-06,Adj Close,6098.T,5254.189453125
2021-05-07,Adj Close,6098.T,5254.189453125
2021-05-10,Adj Close,6098.T,5249.19677734375
2021-05-11,Adj Close,6098.T,4999.56787109375
2021-05-12,Adj Close,6098.T,4971.609375
2021-05-13,Adj Close,6098.T,4866.76513671875
2021-05-14,Adj Close,6098.T,4922.68212890625
2021-05-17,Adj Close,6098.T,4779.89453125
2021-05-18,Adj Close,6098.T,5123.3837890625
2021-05-19,Adj Close,6098.T,5124.38232421875
2021-05-20,Adj Close,6098.T,5160.3291015625
2021-05-21,Adj Close,6098.T,5359.03369140625
2021-05-24,Adj Close,6098.T,5457.88671875
2021-05-25,Adj Close,6098.T,5506.81396484375
2021-05-26,Adj Close,6098.T,5646.60595703125
2021-05-27,Adj Close,6098.T,5526.7841796875
2021-05-28,Adj Close,6098.T,5648.60302734375
2021-05-31,Adj Close,6098.T,5546.75439453125
2021-06-01,Adj Close,6098.T,5472.8642578125
2021-06-02,Adj Close,6098.T,5645.607421875
2021-06-03,Adj Close,6098.T,5684.5498046875
2021-06-04,Adj Close,6098.T,5601.6728515625
2021-06-07,Adj Close,6098.T,5698.52880859375
